SourceOfWO,Title,RequestTypeName,TierCode,PriorityInterdepart,PriorityInternal,SLAWorkingDays,DueDate,MonitoringEmail,AssigneeEmail,AssignedHours,TenderOrProjectCode,IndicativeValue,ComplexityValue,Remark,ExtWoNo,ProjectCode,SourceDeptCode,EndUser,ReceivedDate,Status
CSI,Tender - Consultant - W&C - SBAR - Finalize & Send Documents,Tender / RFP,1,High,High,0,25-02-26,suhadi@10creativesolutions.com,,24,W&C.Prebid,,,Finalize documents for W&C Tender - SBAR & UC,,,CSI,W&C - SBAR,25-02-26,
CSI,Tender - JLKN - Sistem,Tender / RFP,1,High,High,23,26-02-26,suhadi@10creativesolutions.com,,24,QT260000000001793,,,"PERKHIDMATAN PEMBANGUNAN SISTEM PENGURUSAN PROGRAM LATIHAN KHIDMAT NEGARA (PLKN) 3.0 FASA 2 BAGI JABATAN LATIHAN KHIDMAT NEGARA (JLKN), KEMENTERIAN PERTAHANAN MALAYSIA",200-03022026 -001,,CSI,KPM,02-03-26,
CSI,Tender - MYSA - Rangkaian,Tender / RFP,1,High,High,8,26-02-26,suhadi@10creativesolutions.com,,24,QT260000000001611,,,PEROLEHAN PERALATAN SISTEM RANGKAIAN DI AGENSI ANGKASA MALAYSIA (MYSA),200-06022026-001,,CSI,MYSA,18-02-26,
SVP - Ts. Sanusi,Tender - Consultant - PMKP - Prebid,Tender / RFP,1,High,High,33,27-02-26,suhadi@10creativesolutions.com,,,KMK.Prebid,,,"JKR - KOLEJ MATRIKULASI KUBANG PASU, KEDAH

KMK Prebid Meeting
Maincon: Utusan Teguh Sdn Bhd.
Maincon submission date: End of Feb.",,,SVP - Ts. Sanusi,PMKP,25-01-26,
CSI,Tender - JBPM SABAH - ICT,Tender / RFP,1,High,High,24,27-02-26,suhadi@10creativesolutions.com,,24,QT260000000000943,,,PERKHIDMATAN SEWAAN PERALATAN ICT YANG MESRA ALAM JABATAN BOMBA DAN PENYELAMAT MALAYSIA NEGERI SABAH DAN AKADEMI BOMBA DAN PENYELAMAT WILAYAH SABAH UNTUK TEMPOH TIGA PULUH ENAM (36) BULAN,200-03022026-004,,CSI,JBPM SABAH,03-02-26,
CPO,Consultant - IDFR - Document Checking,Project Monitoring,1,High,High,3,27-02-26,suhadi@10creativesolutions.com,,24,IDFR. 2025.CONSULTANCY,,,"	
To check existing quantity for 
1. Data Points
2. Telephone
3. Wifi",400-25022026-001,,CPO,IDFR,24-02-26,
CPO,Meeting (Others) - JDN - Mesyuarat JKP,,1,High,High,2,27-02-26,suhadi@10creativesolutions.com,,4,,,,"Salam CSI Team, 

En. Farhan is requested to be present at Jabatan Digital Negara on 27th February to standby for Mesyuarat JKP. 

Thank you.",300-20260226-003,,CPO,JDN,25-02-26,
CMT,Tender - HSI - Rangkaian,Tender / RFP,1,High,High,38,02-03-26,suhadi@10creativesolutions.com,,24,QT250000000036694,,,"[FTA(CPTPP)] TENDER PERKHIDMATAN SOKONGAN OPERASI DAN PENYELENGGARAAN BAGI PERKAKASAN, RANGKAIAN, PERISIAN DAN APLIKASI UNTUK HOSPITAL INFORMATION SYSTEM (HIS) DI HOSPITAL SULTAN ISMAIL, JOHOR BAHRU BAGI TEMPOH 36 BULAN (MAKLUMAT LANJUT SILA LAYARI LAMAN SESAWANG https://jknjohor.moh.gov.my/jknj/tender-sebut-harga/) [TAWARAN PETENDER DIBENARKAN DALAM BM/ENG]",200-09012026-002,,CMT,HSI,23-01-26,
CSA,Others - Google - Initiation,Tender / RFP,1,High,High,31,02-03-26,suhadi@10creativesolutions.com,,24,,,,Preparation of initiate google,100-30012026-007,,CSA,Google,30-01-26,
CSA,Kajian Pasaran - JUPEM - Proposal - H3C & Hitachi/NetApps,Tender / RFP,1,High,High,31,02-03-26,suhadi@10creativesolutions.com,,24,,,,JUPEM I-Geospatial Proposal,100-30012026-005,,CSA,JUPEM,30-01-26,
CSA,Others - Google - Initiation,Tender / RFP,1,High,High,31,02-03-26,suhadi@10creativesolutions.com,,24,,,,Preparation of initiate google,100-30012026-007,,CSA,Google,30-01-26,
CSA,Others - GE - Onboarding,Tender / RFP,1,High,High,31,02-03-26,suhadi@10creativesolutions.com,,24,,,,GE Kick-offs and On Boarding,100-30012026-008,,CSA,GE,30-01-26,
CSA,Others - GE - Onboarding,Tender / RFP,1,High,High,31,02-03-26,suhadi@10creativesolutions.com,,24,,,,GE Kick-offs and On Boarding,100-30012026-008,,CSA,GE,30-01-26,
CSA,Others - GE - Onboarding,Tender / RFP,1,High,High,31,02-03-26,suhadi@10creativesolutions.com,,24,,,,GE Kick-offs and On Boarding,100-30012026-008,,CSA,GE,30-01-26,
CSI,Tender - USIM - Elektrik,Tender / RFP,1,High,High,12,02-03-26,suhadi@10creativesolutions.com,,24,USIMT202600001,,,"MEMBEKAL, MENGHANTAR, MEMASANG, MENGUJI PERKAKASAN DAN PERISIAN MAKMAL KEJURUTERAAN ELEKTRIK & ELEKTRONIK FAKULTI KEJURUTERAAN ALAM BINA, UNIVERSITI SAINS ISLAM MALAYSIA",200-13022026-004,,CSI,USIM,18-02-26,
CSI,Tender - JUPEM - eKADASTER ,Tender / RFP,1,High,High,12,02-03-26,suhadi@10creativesolutions.com,,24,QT260000000002445,,,"PEROLEHAN PERKHIDMATAN PENYELENGGARAAN PEMBETULAN DAN PEMULIHAN (REMEDIAL AND CORRECTIVE MAINTENANCE) SISTEM eKADASTER BAGI JABATAN UKUR DAN PEMETAAN MALAYSIA (JUPEM), KEMENTERIAN SUMBER ASLI DAN KELESTARIAN ALAM (NRES) - T1/2026",,,CSI,JUPEM,18-02-26,
CSI,Tender - Consultant - Hosp Melaka  - Tender Meeting ,Tender / RFP,1,High,High,5,02-03-26,suhadi@10creativesolutions.com,,24,,,,"To be informed. Tender Meeting Hospital Melaka (Design & Built) will be held as per below detail:

Agenda: Discussion on changes in Add 4

Date : Monday / 02.03.2026
Time: 10.00am - 1.00pm
Venue: Logikontrol Office",,,CSI,Hosp Melaka ,25-02-26,
CSI,Tender - Consultant - W&C Melaka - SBAR & UCM,Tender / RFP,1,High,High,39,03-03-26,suhadi@10creativesolutions.com,,,,,,"W&C Melaka
SBAR & UCM",,,CSI,W&C Melaka,23-01-26,
CSI,Tender - Consultant - W&C Melaka - AIM & RD ,Tender / RFP,1,High,High,39,03-03-26,suhadi@10creativesolutions.com,,,,,,"W&C Melaka
Aim Concept & RD RESOURCES",,,CSI,W&C Melaka,23-01-26,
CSI,Tender - ADTEC- Rangkaian,Tender / RFP,1,High,High,22,03-03-26,suhadi@10creativesolutions.com,,24,QT260000000001696,,,"TENDER MEMBEKAL, MENGHANTAR, MEMASANG, MENGKONFIGURASI, MENGUJIGUNA DAN PENTAULIAHAN PERALATAN LATIHAN SELAMA 24 BULAN BAGI BIDANG TEKNOLOGI KOMPUTER RANGKAIAN DI ADTEC JTM KAMPUS BATU PAHAT (RP1 - TAHUN 2026), JABATAN TENAGA MANUSIA, KEMENTERIAN SUMBER MANUSIA",200-13022026-005,,CSI,KSM,09-02-26,
CSI,Tender - ADTEC- ICT,Tender / RFP,1,High,High,22,03-03-26,suhadi@10creativesolutions.com,,24,QT260000000001698,,," TENDER MEMBEKAL, MENGHANTAR, MEMASANG, MENGKONFIGURASI, MENGUJIGUNA DAN PENTAULIAHAN PERALATAN ICT SELAMA 24 BULAN BAGI PEMODENAN BENGKEL LATIHAN DI ADTEC JTM KAMPUS KULIM (RP1 - TAHUN 2026), JABATAN TENAGA MANUSIA, KEMENTERIAN SUMBER MANUSIA",,,CSI,JSM,09-02-26,
CSI,Tender - NRES- Pusat Data,Tender / RFP,1,High,High,13,03-03-26,suhadi@10creativesolutions.com,,24,QT250000000036531,,,PERKHIDMATAN PENYELENGGARAAN PERKAKASAN DAN PERISIAN PUSAT DATA JABATAN ALAM SEKITAR,200-13022026-007,,CSI,NRES,18-02-26,
CSI,Tender - DOSM - Banci,Tender / RFP,1,High,High,13,03-03-26,suhadi@10creativesolutions.com,,24,QT260000000002318,,,"TENDER MEMBEKAL, MEMASANG, MENGUJI DAN MENTAULIAH PERALATAN DAN PERISIAN BAGI KEGUNAAN BANCI EKONOMI 2026 UNTUK JABATAN PERANGKAAN MALAYSIA",200-13022026-008,,CSI,DOSM,18-02-26,
CSI,Tender - KPDN ZON 6  - ICT,Tender / RFP,1,High,High,36,04-03-26,suhadi@10creativesolutions.com,,24,QT260000000000008,,,"[FTA (CPTPP)] PERKHIDMATAN MEMBEKAL, MENGHANTAR, MEMASANG, MENGUJI, MENTAULIAH DAN MENYELENGGARA KOMPUTER MEJA, KOMPUTER RIBA, MONITOR 24"", MESIN PENCETAK MONO, MESIN PENCETAK WARNA, MESIN PENCETAK MUDAH ALIH, MESIN PENGIMBAS DAN TABLET SECARA SEWA GUNA SELAMA TIGA (3) TAHUN UNTUK KEGUNAAN KEMENTERIAN PERDAGANGAN DALAM NEGERI DAN KOS SARA HIDUP BAGI ZON 6 - IBU PEJABAT, WILAYAH PERSEKUTUAN PUTRAJAYA.",200-27012026-007,,CSI,KPDN ZON 6,27-01-26,
CSI,Tender - SPRM - cctv,Tender / RFP,1,High,High,14,04-03-26,suhadi@10creativesolutions.com,,24,QT260000000002248,,,TENDER BAGI PERKHIDMATAN PENYELENGGARAAN PERKAKASAN SERTA PERISIAN KAMERA LITAR TERTUTUP (CCTV) UNTUK 17 PEJABAT SURUHANJAYA PENCEGAHAN RASUAH MALAYSIA (SPRM) BAGI TEMPOH 33 BULAN,200-13022026-009,,CSI,SPRM,18-02-26,
CSI,Tender - POLISAS - Wifi,Tender / RFP,1,High,High,9,04-03-26,suhadi@10creativesolutions.com,,24,QT260000000002550,,,"PEROLEHAN PERALATAN SISTEM RANGKAIAN KAMPUS (WIFI) DALAM MENYOKONG PEMANTAPAN INFRASTRUKTUR ICT POLITEKNIK FASA 3 - PERKABELAN SISTEM RANGKAIAN KAMPUS DI POLITEKNIK SULTAN HAJI AHMAD SHAH, KUANTAN PAHANG",200-24022026-001,,CSI,POLISAS,23-02-26,
CSI,Tender - POLISAS - Network,Tender / RFP,1,High,High,9,04-03-26,suhadi@10creativesolutions.com,,24,QT260000000002856,,,"PERKHIDMATAN PENYELENGGARAAN SISTEM RANGKAIAN KAMPUS DI POLITEKNIK SULTAN HAJI AHMAD SHAH, KUANTAN PAHANG SELAMA 24 BULAN",200-24022026-002,,CSI,POLISAS,23-02-26,
CSI,Tender - JBPM LABUAN - ICT,Tender / RFP,1,High,High,30,05-03-26,suhadi@10creativesolutions.com,,24,QT260000000000579,,,TENDER PERKHIDMATAN SEWAAN PERALATAN ICT YANG MESRA ALAM JBPM LABUAN UNTUK TEMPOH 36 BULAN,200-03022026-003,,CSI,JBPM ,03-02-26,
CSI,Tender - JPN Perak  - cctv,Tender / RFP,1,High,High,10,05-03-26,suhadi@10creativesolutions.com,,24,QT260000000004012,,,PERKHIDMATAN PENYEWAAN DAN PENYELENGGARAAN KAMERA LITAR TERTUTUP (CCTV) DI JABATAN PENDAFTARAN NEGARA NEGERI PERAK,200-24022026-004,,CSI,JPN Perak ,23-02-26,
CSI,BIM - USIM - Update title block,BIM Postsales Total Solution,1,High,High,0,05-03-26,suhadi@10creativesolutions.com,,24,,,,refer the new title block that was given by maincon,,,CSI,USIM,05-03-26,
CSI,Tender - Menteri - ICT,Tender / RFP,1,High,High,15,06-03-26,suhadi@10creativesolutions.com,,24,QT260000000002427,,,"TENDER PERKHIDMATAN SEWAAN KOMPUTER BAGI 240 UNIT PERKAKASAN ICT (KOMPUTER RIBA, AIO DAN PENCETAK) BAGI TEMPOH 36 BULAN DI BAHAGIAN KABINET, PERLEMBAGAAN DAN PERHUBUNGAN ANTARA KERAJAAN, JABATAN PERDANA MENTERI",200-20022026-001,,CSI,JPM,19-02-26,
CSI,Tender - UM - ICT,Tender / RFP,1,High,High,14,06-03-26,suhadi@10creativesolutions.com,,24,UM.FC/FSD/PC/612/16/2025/47,,,"PEROLEHAN MENAIKTARAF FASILITI ICT DI DATA INTENSIVE COMPUTING CENTRE (DICC), UNIVERSITI MALAYA",200-20022026-002,,CSI,UM,20-02-26,
CSI,Others - Mitel - Onboarding,Tender / RFP,1,High,High,9,06-03-26,suhadi@10creativesolutions.com,,24,,,,Onboarding - Mitel,,,CSI,Mitel,25-02-26,
CSI,Others - Mitel - Onboarding,Tender / RFP,1,High,High,9,06-03-26,suhadi@10creativesolutions.com,,24,,,,onboarding - Mitel,,,CSI,Mitel,25-02-26,
CPO,Consultant - PDWS - Request for revise Technical Write Up & Schedule I,Tender / RFP,1,High,High,0,06-03-26,suhadi@10creativesolutions.com,,24,,,,"Request for revise Technical Write Up & Schedule I
To update and revise the Technical Write-Up and Schedule I: Schedule of Proposed Brands (ICT) in accordance with the comments and responses in NCS Lampiran A and Lampiran B - Item No.2 (refer to the attached documents). This matter was discussed on 19 February 2026 with Hanis.",300-20260225-001,,CPO,PDWS,06-03-26,
CSI,Kajian Pasaran - PAAB - SIEM & DLP,Leads / Opportunity,1,High,High,9,06-03-26,suhadi@10creativesolutions.com,,24,,,,PAAB - SIEM & DLP,,,CSI,PAAB,25-02-26,
CSI,Tender Johor - JIM - Suis,Tender / RFP,1,High,High,8,06-03-26,suhadi@10creativesolutions.com,,24,QT260000000001662,,,PENYELENGGARAAN SUIS RANGKAIAN DI JABATAN IMIGRESEN MALAYSIA NEGERI JOHOR,200-26022026-005,,CSI,JIM,26-02-26,
CSI,Tender - KPM - EndPoint,Tender / RFP,1,High,High,41,09-03-26,suhadi@10creativesolutions.com,,24,QT250000000035057,,,[FTA(CPTPP)] PERKHIDMATAN DAN LANGGANAN LESEN PERISIAN KESELAMATAN ICT ENDPOINT PROTECTION KEMENTERIAN PENDIDIKAN,200-27012026-002,,CSI,KPM,27-01-26,
CSI,Tender - EiMAS - Rangkaian ICT,Tender / RFP,1,High,High,6,10-03-26,suhadi@10creativesolutions.com,,24,QT260000000002655,,,Perkhidmatan Terurus Infrastruktur Rangkaian ICT Institut Alam Sekitar Malaysia (EiMAS),200-04032026-002,,CSI,EiMAS,04-03-26,
CSI,Tender - ADTEC TANGKAK - ICT,Tender / RFP,1,High,High,7,11-03-26,suhadi@10creativesolutions.com,,24,QT260000000005590,,,"SEBUT HARGA PERKHIDMATAN SEWAAN PERKAKASAN ICT BAGI TEMPOH 48 BULAN DI ADTEC JTM KAMPUS TANGKAK, JABATAN TENAGA MANUSIA ",200-04032026-006,,CSI,ADTEC TANGKAK,04-03-26,
CSI,Tender - MYSA - Virtualisation,Tender / RFP,1,High,High,7,11-03-26,suhadi@10creativesolutions.com,,24,QT260000000004754,,,PEMBAHARUAN LANGGANAN JAMINAN DAN PENYELENGGARAAN PERISIAN VIRTUALISATION SERTA PERKAKASAN-PERKAKASANNYA TERMASUK PERKHIDMATAN SOKONGAN,200-04032026-004,,CSI,MYSA,04-03-26,
CSI,Meeting (Others) -  - BIM MEETING,,1,High,High,2,12-03-26,suhadi@10creativesolutions.com,,24,,,,"Next BIM Meeting will be scheduled as follow ; 

Date : 12/3/26 (Thursday)
Venue : Chullan HQ
Time : 2pm
Attendance : 
Physical : Consultants (VDR/ MAA/ DPI/10CS)
Online    : Site Team & Other 
                   Consultants",,,CSI,,10-03-26,
CSI,Tender - JAB KIMIA - Data,Tender / RFP,1,High,High,38,13-03-26,suhadi@10creativesolutions.com,,24,QT260000000000085,,,"[FTA(CPTPP)] Perolehan Membekal, Menghantar, Memasang, Menguji, Mengkonfigurasi dan Mentauliah Pelayan, Sistem Storan serta Pembangunan Repositori Data bagi Menyokong Analisis Data Raya (Big Data Analytics, BDA) dan Dashboard Pemantauan serta Pelaporan bagi Ibu Pejabat serta Negeri/Cawangan Jabatan Kimia Malaysia",200-03022026-002,,CSI,JAB KIMIA,03-02-26,
CSI,Tender - Consultant - Jambatan Kedua - AMS,Tender / RFP,1,High,High,18,13-03-26,suhadi@10creativesolutions.com,,24,JambatanKedua.Tender,,,Tender Consultant Asset Management System: Jambatan Kedua,,,CSI,Jambatan Kedua,23-02-26,
CSI,Meeting (Others) - JDN - Migration Discussion with Agencies ,,1,High,High,19,16-03-26,suhadi@10creativesolutions.com,,4,TE2554.JDN.10CS,,,"Hi CSI Team, 

En. Farhan is requested to attend Migration Discussion with Agencies at JDN on 13th March 2026. 

Kindly send your representative and inform earlier if En. Farhan is not able to attend the discussion. 

Thank you. ",300-20260226-002,,CSI,JDN,25-02-26,
CSI,Tender - MPOB - Sistem ,Tender / RFP,1,High,High,22,17-03-26,suhadi@10creativesolutions.com,,24,MPOB(T)P/06/26,,,"MENGKAJI, MENGANALISA, MEREKA BENTUK, MEMBANGUN, MENGKONFIGURASI, MENGINTEGRASI, MIGRASI, MENGUJI DAN MENYELENGGARA DALAM TEMPOH JAMINAN SISTEM PELESENAN BAHARU LEMBAGA MINYAK SAWIT MALAYSIA",200-23022026-001,,CSI,MPOB,23-02-26,
CSI,Tender - GEOSAINS - MINGEOGIS,Tender / RFP,1,High,High,22,17-03-26,suhadi@10creativesolutions.com,,24,QT260000000002029,,,Perkhidmatan Pembangunan Sistem Maklumat Geospatial Mineral Dan Geosains Malaysia (MINGEOGIS) Fasa 2 (COTS),200-23022026-002,,CSI,GEOSAINS,23-02-26,
CSI,Tender - Jabatan Ketua Menteri Melaka - SDCC,Tender / RFP,1,High,High,20,17-03-26,suhadi@10creativesolutions.com,,24,JKMM.BTMK(S).400-10/3/3 JLD.17 (21),,,TENDER MENAIK TARAF STATE DISASTER COMMAND CENTRE (SDCC) BAGI NEGERI MELAKA,200-26022026-002,,CSI,Jabatan Ketua Menteri Melaka,25-02-26,
CSI,Tender - POJ - Sistem,Tender / RFP,1,High,High,19,17-03-26,suhadi@10creativesolutions.com,,24,QT260000000001474,,,PERKHIDMATAN PENYENGGARAAN SISTEM E-KEHAKIMAN DAN RANGKAIAN DI NEGERI SABAH DAN SARAWAK UNTUK 36 BULAN (2026-2029),200-26022026-004,,CSI,POJ,26-02-26,
CSI,Tender - RISDA - SmartMap,Tender / RFP,1,High,High,8,17-03-26,suhadi@10creativesolutions.com,,24,RISDA-SH-04/2026,,,"PERKHIDMATAN MEMBANGUN, MEMBEKAL, MENGHANTAR, MEMASANG, MENGINTEGRASI, MENGKONFIGURASI, MENGUJI, MENTAULIAH DAN MENYENGGARA SEPANJANG TEMPOH JAMINAN PROJEK MENAIK TARAF SISTEM RISDA SMARTMAP (PELUASAN SKOP)",200-09032026-003,,CSI,RISDA,09-03-26,
CSI,BIM - HUSM - ICT & LV Trunking and Conduit Coordination – Level 3,BIM Postsales Total Solution,1,High,High,7,17-03-26,suhadi@10creativesolutions.com,,24,,,,To coordinate ICT trunking and conduit at Level 3 (Intra-discipline: ICT vs LV),,,CSI,HUSM,10-03-26,
CSI,Tender - SUK Perlis - ICT,Tender / RFP,1,High,High,9,18-03-26,suhadi@10creativesolutions.com,,24,SUK.Ps.SULIT 10-S/2026,,,PERKHIDMATAN SEWAAN PERKAKASAN DAN PERISIAN ICT SECARA SEWA GUNA (LEASED TO USE) UNTUK TEMPOH TIGA (3) TAHUN BAGI PEJABAT SETIAUSAHA KERAJAAN NEGERI PERLIS DAN AGENSI DI BAWAH PENTADBIRAN KERAJAAN NEGERI PERLIS,200-09032026-002,,CSI,SUK Perlis,09-03-26,
CSI,Tender - INSTUN - ICT,Tender / RFP,1,High,High,28,23-03-26,suhadi@10creativesolutions.com,,24,QT260000000003876,,,[HIJAU] TENDER PERKHIDMATAN SEWAAN PERKAKASAN TEKNOLOGI MAKLUMAT DAN KOMUNIKASI (ICT) BAGI TEMPOH LIMA (5) TAHUN DI INSTITUT TANAH DAN UKUR NEGARA (INSTUN),200-24022026-003,,CSI,INSTUN,23-02-26,
CSI,Tender - MAHB - IT,Tender / RFP,1,High,High,27,24-03-26,suhadi@10creativesolutions.com,,24,MAHB-HQ/T/04/2026,,,"CONFIGURE, SUPPLY, DELIVER, INSTALLATION AND WARRANTY SUPPORT OF IT COMPUTING DEVICES AND PERIPHERALS FOR MALAYSIA AIRPORTS HOLDINGS BERHAD AND ITS SUBSIDIARIES",200-26022026-001,,CSI,MAHB,25-02-26,
CSI,Tender - MAHKAMAH - EMP,Tender / RFP,1,High,High,24,26-03-26,suhadi@10creativesolutions.com,,24,QT260000000004260,,,TENDER PEMBANGUNAN SISTEM E-MAHKAMAH PERUSAHAAN MALAYSIA (EMP) V2.0 DI MAHKAMAH PERUSAHAAN MALAYSIA,200-03032026-003,,CSI,MAHKAMAH,02-03-26,
CSI,Tender - BOMBA KELANTAN - ICT,Tender / RFP,1,High,High,24,26-03-26,suhadi@10creativesolutions.com,,24,QT260000000001548,,,TENDER PERKHIDMATAN SEWAAN PERALATAN ICT YANG MESRA ALAM BAGI TEMPOH 36 BULAN UNTUK JABATAN BOMBA DAN PENYELAMAT MALAYSIA NEGERI KELANTAN,200-03032026-004,,CSI,BOMBA KELANTAN,02-03-26,
CSI,Tender - UM - Sewaan PC,Tender / RFP,1,High,High,17,26-03-26,suhadi@10creativesolutions.com,,24,GB/J297/2025/12/3135,,,"PERKHIDMATAN SEWAAN KOMPUTER DESKTOP DAN KOMPUTER RIBA BAGI TEMPOH LIMA (5) TAHUN OLEH JABATAN TEKNOLOGI MAKLUMAT, UNIVERSITI MALAYA",200-09032026-004,,CSI,UM,03-02-26,
CSI,Tender - KPM KUMP 1 - ICT,Tender / RFP,1,High,High,37,27-03-26,suhadi@10creativesolutions.com,,24,QT260000000000492,,,[FTA(CPTPP)] [HIJAU] PERKHIDMATAN SEWAAN KOMPUTER PERIBADI DAN PENCETAK BERWARNA MULTIFUNGSI SECARA SEWA GUNA (LEASE TO USE) UNTUK KEPERLUAN PEJABAT PENTADBIRAN (PDT) DI SEKOLAH KEMENTERIAN PENDIDIKAN FASA 1 (2026) BAGI TEMPOH 66 BULAN - KUMPULAN 1 (PERLIS/KEDAH/PULAU PINANG/KELANTAN),200-19022026-001,,CSI,Kementerian Pendidikan,18-02-26,
CSI,Tender - KPM KUMP 2 - ICT,Tender / RFP,1,High,High,37,27-03-26,suhadi@10creativesolutions.com,,24,QT260000000000493,,,[FTA(CPTPP)] [HIJAU] PERKHIDMATAN SEWAAN KOMPUTER PERIBADI DAN PENCETAK BERWARNA MULTIFUNGSI SECARA SEWA GUNA (LEASE TO USE) UNTUK KEPERLUAN PEJABAT PENTADBIRAN (PDT) DI SEKOLAH KEMENTERIAN PENDIDIKAN FASA 1 (2026) BAGI TEMPOH 66 BULAN - KUMPULAN 2 (PERAK/PAHANG/TERENGGANU/W.P. PUTRAJAYA),200-19022026-002,,CSI,Kementerian Pendidikan,18-02-26,
CSI,Tender - KPM KUMP 3 - ICT,Tender / RFP,1,High,High,37,27-03-26,suhadi@10creativesolutions.com,,24,QT260000000000575,,,[FTA(CPTPP)] [HIJAU] PERKHIDMATAN SEWAAN KOMPUTER PERIBADI DAN PENCETAK BERWARNA MULTIFUNGSI SECARA SEWA GUNA (LEASE TO USE) UNTUK KEPERLUAN PEJABAT PENTADBIRAN (PDT) DI SEKOLAH KEMENTERIAN PENDIDIKAN FASA 1 (2026) BAGI TEMPOH 66 BULAN - KUMPULAN 3 (SELANGOR/MELAKA/NEGERI SEMBILAN/W.P. KUALA LUMPUR),200-19022026-003,,CSI,Kementerian Pedidikan,18-02-26,
CSI,Tender - KPM KUMP 4 - ICT,Tender / RFP,1,High,High,37,27-03-26,suhadi@10creativesolutions.com,,24,QT260000000000576,,,[FTA(CPTPP)] [HIJAU] PERKHIDMATAN SEWAAN KOMPUTER PERIBADI DAN PENCETAK BERWARNA MULTIFUNGSI SECARA SEWA GUNA (LEASE TO USE) UNTUK KEPERLUAN PEJABAT PENTADBIRAN (PDT) DI SEKOLAH KEMENTERIAN PENDIDIKAN FASA 1 (2026) BAGI TEMPOH 66 BULAN - KUMPULAN 4 (JOHOR/SABAH/SARAWAK/WILAYAH PERSEKUTUAN LABUAN),200-19022026-004,,CSI,Kementerian Pendidikan,18-02-26,
CSI,Tender - ADTEC- NETWORK,Tender / RFP,1,High,High,49,30-03-26,suhadi@10creativesolutions.com,,24,QT260000000001700,,,"[FTA(CPTPP)] TENDER MEMBEKAL, MENGHANTAR, MEMASANG, MENGKONFIGURASI, MENGUJIGUNA DAN PENTAULIAHAN PERKAKASAN RANGKAIAN, PERALATAN DAN PERISIAN ICT SELAMA 24 BULAN DI KAMPUS ADTEC JTM (RP1 - TAHUN 2026), JABATAN TENAGA MANUSIA, KEMENTERIAN SUMBER MANUSIA.",200-13022026-010,,CSI,JSM,09-02-26,
CSI,Tender - NRES - Sistem SmartKadaster,Tender / RFP,1,High,High,26,30-03-26,suhadi@10creativesolutions.com,,24,QT260000000002182,,,"PEROLEHAN PERKHIDMATAN PENYELENGGARAAN PENCEGAHAN, PEMBETULAN DAN PEMULIHAN (PREVENTIVE, REMEDIAL AND CORRECTIVE MAINTENANCE) SISTEM SMARTKADASTER BAGI JABATAN UKUR DAN PEMETAAN MALAYSIA (JUPEM), KEMENTERIAN SUMBER ASLI DAN KELESTARIAN ALAM (NRES) - T2/2026",200-04032026-003,,CSI,NRES,04-03-26,
CPO,Project - JDN - First Draft Meeting for NIP and NRFU,Project Monitoring,1,High,High,34,31-03-26,suhadi@10creativesolutions.com,,4,TE2554.JDN.10CS,,,"En. Farhan is requested to attend the First Draft Meeting for NIP and NRFU with Cisco and JDN team at 10 Creative Solutions on 31st March 2026. 

Please send representative if not able to attend and inform in advance. Thank you. ",300-20260226-004,,CPO,JDN,25-02-26,
CSI,Tender - JPM ICU - Sistem,Tender / RFP,1,High,High,29,31-03-26,suhadi@10creativesolutions.com,,24,QT260000000002716,,,"TENDER PEROLEHAN PERKHIDMATAN PENYENGGARAAN INFRASTRUKTUR DAN PERISIAN SERVER SERTA SISTEM BACKUP DI UNIT PENYELARASAN PELAKSANAAN, JABATAN PERDANA MENTERI (ICU JPM) - ICU/JPM/02/2026",200-03032026-002,,CSI,JPM ICU,02-03-26,
CSI,Tender - NACSA Fasa 1 - Sistem CSSP,Tender / RFP,1,High,High,27,31-03-26,suhadi@10creativesolutions.com,,24,QT260000000005541,,,"Perkhidmatan Membekal, Menghantar, Memasang, Mereka Bentuk, Membangun, Menguji dan Mentauliah Perkakasan, Perisian dan Sistem Aplikasi serta Menyelenggara untuk Projek Pembangunan Sistem Pelesenan Pemberi Perkhidmatan Keselamatan Siber (Sistem CSSP), NACSA Fasa 1 bagi tempoh 24 bulan",200-04032026-005,,CSI,NACSA Fasa 1,04-03-26,
CSI,Tender - MOTAC - ICT,Tender / RFP,1,High,High,20,31-03-26,suhadi@10creativesolutions.com,,24,QT260000000006783,,,TENDER SEWAAN PERALATAN DAN KELENGKAPAN KOMPUTER DI ISTANA BUDAYA BAGI TEMPOH 36 BULAN,200-11032026-005,,CSI,MOTAC,11-03-26,
CSI,Tender - MAQIS - ICT,Tender / RFP,1,High,High,20,31-03-26,suhadi@10creativesolutions.com,,24,QT260000000005419,,,"TENDER PERKHIDMATAN SEWAAN 126 UNIT KOMPUTER PERIBADI, 32 UNIT KOMPUTER RIBA DAN 56 UNIT PENCETAK BERWARNA BAGI TEMPOH TIGA (3) TAHUN DI JABATAN PERKHIDMATAN KUARANTIN DAN PEMERIKSAAN MALAYSIA (MAQIS)",200-11032026-006,,CSI,MAQIS,11-03-26,
CSI,Meeting (Others) - HKL Consultant - Coordination Meeting,Tender / RFP,1,High,High,0,31-03-26,suhadi@10creativesolutions.com,,24,HKL.Consultant,,,Coordination Meeting,,,CSI,HKL Consultant,31-03-26,
